c0bc471b-86b3-4d80-b62f-1d88101096b2 : IS IN NPR : IS IN OPENPARKING
a2c37c22-fa24-4591-aa78-bd0f4fe99978 : IS IN NPR : IS NOT IN OPENPARKING
a21402aa-3776-4426-99ab-758623372614 : IS IN NPR : IS IN OPENPARKING
ded2fb4e-c545-4ecf-8edf-54c45bd9511e : IS IN NPR : IS IN OPENPARKING
137d7d98-74c2-4b8c-84c1-194b7b9d89c9 : IS IN NPR : IS IN OPENPARKING
ed205aff-9f9b-4f16-b649-76b53971e4d7 : IS IN NPR : IS IN OPENPARKING
552a9b88-f367-42ba-a429-0abdafd14886 : IS IN NPR : IS IN OPENPARKING
9a2ca410-8fba-4ff7-ab8f-6f1a5398eab0 : IS IN NPR : IS IN OPENPARKING
f11238fd-85e6-493c-ae1b-f87f65654061 : IS IN NPR : IS IN OPENPARKING
200e0f50-57f5-4cb8-9a46-e172ed735a86 : IS IN NPR : IS IN OPENPARKING
ac1a8242-ea7d-48ff-8935-9fbe07691d77 : IS IN NPR : IS IN OPENPARKING
7df00281-07d6-470b-a379-cc3fc20d1607 : IS IN NPR : IS IN OPENPARKING
d92abd65-7db6-41be-af8b-87fc70f0f491 : IS IN NPR : IS IN OPENPARKING
0e8a6857-655d-467b-8c15-8ee65c7357bf : IS IN NPR : IS IN OPENPARKING
2b887560-3791-4011-9c9c-1f79046f9ec9 : IS IN NPR : IS IN OPENPARKING
